battery_power,bluetooth,dual_sim,front_camera_megapixel,four_g_network,internal_memory,mobile_width,n_cores,primary_camera,px_height,px_width,ram,screen_height,screen_width,talk_time,three_g,touch_screen,wifi
581,0,0,5,1,56,180,2,10,523,565,354,10,4,13,1,1,1
1020,1,1,3,1,27,128,4,4,919,1482,3204,18,1,9,1,0,1
1936,0,0,2,0,44,139,3,3,570,1021,1400,17,7,3,0,0,1
1329,1,0,5,1,23,198,8,6,380,682,2308,11,10,9,1,1,0
808,1,1,3,0,46,105,8,15,119,529,1082,15,5,10,1,0,1
994,0,1,4,0,40,164,2,17,296,839,3104,17,7,11,0,0,0
1811,1,0,3,1,22,82,2,8,358,614,2847,9,2,4,1,0,1
765,1,0,3,0,44,88,8,11,1364,1851,2256,6,1,19,0,1,1
993,1,1,0,0,16,106,7,13,424,1639,1113,14,1,6,0,0,1
1136,1,0,15,0,32,150,6,19,961,1030,3210,10,3,8,1,1,1
719,1,1,0,1,23,113,6,9,431,1727,3990,14,9,12,1,1,1
733,1,1,0,0,63,105,7,10,950,1739,984,17,4,9,1,0,1
1946,0,1,8,0,8,123,8,19,647,1849,3117,6,0,2,1,0,0
1230,1,0,0,1,48,111,7,2,1960,1963,1622,18,17,16,1,1,1
1577,0,1,0,1,64,105,3,7,116,1432,2967,7,3,7,1,1,1
1514,1,0,3,1,12,138,3,4,306,538,1037,15,3,15,1,0,1
579,1,0,3,0,7,89,8,10,808,1517,2908,12,4,11,0,0,1
574,1,0,1,1,30,126,2,3,94,1334,1167,5,3,19,1,0,0
1072,1,1,6,0,19,114,8,16,380,877,2715,15,9,16,0,1,0
843,0,1,1,0,16,119,7,4,593,732,1734,17,8,14,0,0,1
1492,1,0,5,0,11,85,3,7,1684,1746,2259,14,12,19,0,1,1
1807,1,0,0,0,16,125,3,0,1221,1415,2921,8,5,17,0,1,0
909,1,1,7,0,47,146,3,9,410,1643,1244,14,10,16,0,1,0
1876,0,1,9,1,64,98,3,19,600,1211,3132,17,0,2,1,1,1
1436,1,1,3,1,23,106,5,4,189,1411,2488,8,4,8,1,0,0
1251,0,1,10,1,29,133,6,16,308,591,1052,11,9,11,1,0,0
636,0,0,8,1,28,152,2,15,148,742,2927,15,6,3,1,0,0
1354,1,1,3,1,26,136,4,6,297,918,2090,5,1,13,1,1,0
930,1,1,3,1,34,190,4,16,1050,1726,2131,7,2,6,1,0,1
1830,1,0,7,1,47,117,1,11,1191,1882,3362,13,10,11,1,0,0
1424,0,1,16,1,23,80,4,18,1399,1663,1053,14,11,16,1,1,1
583,1,1,1,0,51,88,8,2,1658,1794,1799,16,9,7,0,1,0
648,1,1,9,1,54,109,5,20,1153,1817,3124,5,0,13,1,0,0
1203,1,1,0,1,11,109,2,12,35,510,1672,17,13,19,1,1,0
1777,0,1,0,0,15,100,4,7,553,874,1552,10,8,10,1,1,0
1299,1,1,0,0,64,83,6,6,46,908,1938,19,8,5,1,0,1
1494,0,0,2,1,47,129,2,9,207,1177,3202,13,1,14,1,0,0
527,0,1,4,0,53,128,1,11,67,1924,1302,13,7,13,0,0,0
793,1,1,1,1,64,179,4,2,818,1006,2296,12,0,5,1,1,0
873,1,1,6,0,8,152,7,9,1257,1411,575,15,8,7,1,0,1
722,0,0,12,0,12,93,6,20,138,1371,2359,13,6,3,0,0,0
1250,1,0,14,1,20,167,5,18,11,1020,3314,6,5,6,1,1,1
1358,0,0,0,0,60,147,3,1,889,1635,440,14,10,13,1,0,0
1035,1,1,8,0,11,173,6,10,831,1709,2002,17,8,5,1,1,0
1289,0,1,3,1,16,161,6,17,713,1854,3167,14,8,20,1,1,0
1445,0,1,2,0,37,82,2,6,527,1393,3480,17,16,17,1,1,1
1702,1,1,12,1,47,107,2,19,1284,1643,595,10,0,19,1,0,1
534,0,1,4,0,2,85,5,16,911,1220,2466,5,3,18,0,1,1
628,1,0,5,0,60,87,6,6,1047,1534,1337,12,7,14,0,1,0
713,0,1,4,0,53,98,1,17,123,1477,1462,19,18,13,1,0,1
1207,0,0,0,0,58,112,8,0,406,681,503,7,3,5,1,1,0
683,1,0,7,0,30,197,7,8,927,1135,2066,9,0,15,0,0,0
594,1,0,1,0,27,196,5,2,407,528,708,17,5,17,0,1,1
537,1,0,1,1,55,103,7,2,1041,1430,2029,10,5,12,1,1,1
1565,1,0,0,0,38,121,5,1,781,1364,308,19,17,7,1,1,1
1052,0,0,1,0,6,195,4,16,1191,1839,552,6,1,11,0,0,1
713,0,0,4,1,63,89,2,8,103,1760,2082,15,10,12,1,0,0
1766,1,1,1,0,16,141,5,7,125,1227,3314,9,7,17,0,0,1
584,1,1,1,1,19,199,4,4,919,1343,3996,12,9,17,1,1,1
1541,1,1,6,1,5,109,4,10,536,1656,1795,7,3,4,1,1,1
837,0,1,1,0,51,104,5,15,638,1831,594,16,6,20,1,0,1
935,1,1,3,1,58,155,5,12,639,1087,2473,10,4,9,1,0,1
665,1,0,0,1,31,185,5,2,496,1804,690,5,2,15,1,0,0
680,1,0,13,1,34,157,2,17,686,1418,3845,15,1,4,1,1,1
877,0,1,0,1,17,195,7,0,1064,1985,2004,11,8,9,1,1,1
1493,0,1,13,0,53,102,5,16,240,1414,2083,19,15,20,0,1,1
1762,0,0,3,1,26,83,6,14,525,704,2661,9,7,4,1,1,0
842,1,1,4,0,57,124,3,10,348,730,1903,8,4,14,0,1,0
925,1,0,9,0,56,196,1,14,1262,1520,2466,8,0,5,1,0,0
1692,0,0,4,1,2,106,1,17,1899,1904,3779,9,3,7,1,1,1
1576,1,0,8,0,5,139,3,17,258,789,3904,5,1,7,1,1,1
1065,0,1,4,1,48,162,6,8,1188,1948,265,8,0,12,1,0,0
958,1,0,9,1,60,200,1,12,730,751,1417,10,4,19,1,0,1
623,1,0,6,1,26,197,7,12,484,1238,1769,10,1,16,1,0,0
897,0,1,1,0,17,171,1,2,547,1852,2948,12,3,5,0,0,1
1110,0,0,4,1,41,152,3,16,800,1455,2572,16,5,16,1,0,1
616,1,0,3,1,21,150,7,4,347,513,3267,17,9,19,1,0,0
1680,1,1,6,1,37,168,4,7,679,1231,1459,15,3,2,1,1,0
1715,0,0,0,1,12,94,8,6,1224,1676,1633,15,10,5,1,1,1
983,0,1,0,1,45,130,4,11,948,1205,2052,5,3,6,1,0,1
720,1,1,12,1,14,165,4,14,366,1234,1086,14,7,3,1,1,0
1660,0,0,2,1,24,169,2,3,223,1777,2402,12,10,14,1,1,1
1564,0,1,1,0,42,108,2,2,1619,1962,3376,7,0,7,0,1,0
592,0,1,1,0,52,103,7,10,332,970,1507,5,0,4,0,0,1
969,0,1,2,1,44,158,3,7,167,909,641,9,1,8,1,0,1
1356,1,1,0,0,35,131,1,19,782,951,3451,5,2,17,1,1,1
504,1,0,8,0,14,189,7,9,881,1129,1607,15,0,10,1,1,1
1546,1,1,3,1,6,101,1,4,91,1317,3521,15,11,9,1,0,0
689,0,1,3,1,7,147,2,6,487,722,1241,9,0,16,1,0,0
1685,0,0,14,0,16,137,7,15,120,1429,881,6,3,17,0,1,1
1792,1,0,3,1,62,170,7,8,1626,1913,2563,18,14,15,1,0,1
1786,0,0,11,0,61,123,3,14,74,865,3033,14,11,17,0,1,0
1944,0,1,9,1,59,132,7,10,634,1079,769,19,13,3,1,0,1
1077,1,0,13,1,49,131,4,14,334,1079,3454,17,11,2,1,0,1
648,1,0,1,1,60,195,4,4,931,1811,819,10,3,4,1,0,0
1702,1,1,8,0,2,185,6,19,921,1351,435,12,9,3,0,1,1
1571,0,0,1,0,30,150,7,3,805,956,586,10,9,4,0,1,1
856,1,1,14,1,19,125,6,19,1057,1931,650,17,0,10,1,0,1
1786,0,0,6,0,14,115,4,15,616,912,3038,18,0,14,1,0,0
914,1,0,1,1,60,198,5,4,740,840,3736,14,8,5,1,0,0
1615,1,0,3,0,9,117,1,13,542,678,2948,8,3,3,1,1,0
649,1,0,4,1,19,190,7,12,344,1551,739,18,1,2,1,1,0
1646,0,0,3,1,25,200,2,5,211,1608,686,8,6,11,1,1,0
1189,1,0,5,0,7,164,2,20,79,615,841,13,10,11,0,1,0
1043,0,0,3,0,29,83,8,17,887,893,1183,5,3,8,1,0,0
1920,0,1,3,1,19,131,3,8,670,1152,3943,13,0,4,1,1,0
1220,1,0,1,0,54,109,7,20,383,1249,1037,6,4,15,1,0,0
1748,1,1,11,1,53,114,4,20,718,1109,2633,16,0,9,1,0,0
907,1,1,7,0,44,160,3,12,144,896,3911,13,6,8,0,0,0
1193,1,0,7,0,20,158,7,13,1442,1904,1958,7,5,2,1,0,0
1766,1,1,1,1,22,122,8,4,291,1318,3297,7,5,16,1,0,0
1278,1,0,7,1,24,170,3,16,1352,1775,3141,6,2,11,1,1,1
1234,0,1,8,0,17,174,6,15,209,725,3351,12,9,19,0,0,1
1961,1,0,10,0,55,100,7,20,861,1888,2355,14,7,6,1,1,1
1745,0,0,0,1,3,105,3,0,426,1629,1308,5,0,2,1,1,0
1442,0,1,1,0,27,127,5,8,266,642,991,14,8,7,1,0,0
1083,1,1,1,1,39,173,8,2,523,542,3248,8,6,6,1,0,1
868,1,0,5,0,5,137,4,7,40,1311,1519,13,0,2,0,0,1
864,0,1,0,1,53,88,6,1,262,1436,493,18,9,10,1,1,0
1142,1,0,0,0,2,114,6,0,623,769,1747,7,0,14,0,1,0
608,1,1,0,0,64,94,4,0,4,1351,2517,16,8,7,1,1,1
983,0,0,0,1,53,187,1,4,1001,1176,1389,17,8,8,1,1,1
1720,0,0,18,1,2,188,5,20,334,896,2522,10,5,2,1,0,1
1802,1,1,8,0,27,116,5,16,453,963,1885,10,9,7,1,1,0
591,0,1,18,1,16,196,7,20,952,1726,704,14,5,4,1,1,1
1205,1,0,5,0,10,163,6,10,321,1870,953,18,11,20,0,1,1
1369,1,1,3,0,28,108,1,18,1451,1469,3206,16,15,4,0,0,0
713,0,1,0,0,42,94,1,14,1048,1123,928,12,10,9,0,0,1
1082,0,1,11,0,2,101,4,20,398,724,2177,12,2,17,0,1,0
1719,1,1,0,0,52,187,3,1,417,520,2610,10,1,11,1,1,1
1544,0,0,18,1,12,186,7,20,470,844,489,9,4,2,1,0,1
1090,1,0,1,1,8,128,8,8,1217,1670,3839,17,3,11,1,0,1
1991,0,0,3,1,15,181,1,13,298,1037,1861,8,5,17,1,1,1
1367,0,0,4,0,56,176,2,6,36,642,299,6,2,10,0,1,0
1179,1,0,7,1,32,182,2,12,85,1451,340,16,5,16,1,0,0
721,1,1,1,1,15,102,5,18,655,1255,3606,10,0,5,1,1,1
1549,1,1,0,0,62,91,4,4,167,990,799,7,3,9,1,0,1
1349,1,1,3,0,46,134,6,12,212,623,2367,11,7,10,1,0,1
1799,0,0,1,1,30,123,3,9,617,1386,445,10,8,10,1,1,0
1075,0,1,2,0,11,122,1,16,271,1769,3927,8,3,7,1,0,0
684,1,1,3,1,63,157,5,9,159,1738,3756,17,5,12,1,1,1
1837,0,0,9,0,36,162,4,20,786,872,770,14,1,15,0,0,1
1619,1,0,2,1,21,138,1,9,46,562,1641,7,2,13,1,0,0
965,1,0,1,0,13,197,8,2,645,1275,2343,17,12,15,1,0,0
730,0,0,9,0,9,122,4,15,1371,1677,2787,10,8,7,1,0,1
1361,1,0,1,0,47,169,5,2,881,1382,2495,8,7,16,0,0,1
1494,0,0,3,1,45,158,5,4,449,790,3208,11,9,4,1,0,0
1027,1,0,7,0,18,146,7,11,338,534,1234,7,4,14,1,0,1
1807,0,1,0,1,38,97,8,0,1332,1814,1069,7,6,7,1,0,0
709,0,1,1,0,11,130,5,11,119,1531,3568,16,14,3,0,0,1
689,0,0,2,0,45,103,5,11,256,823,3585,10,1,10,1,0,0
955,1,0,2,0,2,155,4,10,428,1254,1974,14,1,18,1,1,0
1872,1,0,5,0,35,111,3,14,1546,1879,2419,15,5,19,0,0,0
1259,0,1,0,0,13,97,2,0,1210,1989,340,17,13,4,1,0,1
695,0,0,1,1,41,169,8,8,789,1211,2282,5,2,17,1,1,0
1969,0,1,9,0,63,132,4,11,390,756,298,10,1,10,1,1,0
759,0,0,3,1,39,162,2,8,110,1317,968,6,2,2,1,0,0
936,0,0,1,0,18,153,3,18,1330,1686,2391,12,6,3,1,1,1
1176,1,0,2,1,62,168,2,10,674,1455,1534,6,2,17,1,0,0
1802,0,1,0,1,10,101,7,9,253,590,696,14,7,3,1,1,0
772,0,1,0,1,23,97,7,11,317,1805,2782,7,0,17,1,0,0
1318,1,0,1,1,45,136,2,7,183,661,755,18,3,9,1,0,1
591,1,1,1,1,16,90,6,17,892,1603,3746,5,0,5,1,1,0
569,1,1,0,0,41,124,1,1,388,605,2651,17,7,4,0,0,0
764,0,1,9,1,45,124,8,11,52,539,1341,19,1,12,1,0,0
1056,1,1,8,1,37,101,3,11,914,979,2651,15,5,3,1,1,1
1982,1,0,2,1,12,80,5,20,287,593,1824,13,3,14,1,1,1
1830,1,0,5,0,14,160,6,6,773,1353,1905,16,3,19,1,1,1
1122,0,0,0,1,40,156,7,14,675,1163,1456,9,3,20,1,1,0
1023,1,0,2,1,63,153,7,8,367,1985,3155,11,10,7,1,1,1
1283,1,1,8,1,33,93,3,15,510,980,773,17,7,2,1,1,0
1602,0,1,0,1,35,99,7,7,1325,1800,1829,18,17,13,1,0,0
732,1,0,5,1,32,163,8,7,1661,1836,3883,12,2,5,1,0,1
1854,0,1,0,1,33,195,1,0,665,718,1675,14,12,9,1,0,1
718,1,1,1,1,30,93,3,12,662,997,1601,10,9,12,1,1,1
897,1,0,3,1,2,154,8,10,0,994,1958,7,5,7,1,1,0
1405,0,0,0,0,8,107,4,7,284,1036,2376,19,6,11,0,1,0
798,0,1,6,1,21,110,2,12,661,1951,1647,12,2,3,1,0,0
1035,1,0,1,0,40,157,5,15,757,1912,3548,14,4,5,0,1,1
1396,1,0,0,0,37,134,4,15,560,1177,2694,18,3,19,0,0,1
1749,1,1,7,1,49,178,1,8,470,775,2195,5,4,4,1,0,1
1588,1,0,12,1,4,148,5,20,146,822,2506,5,3,11,1,0,0
1600,0,0,1,1,16,94,4,16,1315,1710,2073,9,5,4,1,1,0
1522,0,0,4,0,21,162,6,11,533,1696,3767,15,9,16,0,0,1
1279,1,0,5,1,7,105,6,6,560,1633,1150,7,2,7,1,0,0
719,0,0,7,0,6,102,6,8,405,1141,841,9,1,2,1,0,0
544,1,1,2,1,7,129,5,15,227,610,1675,13,4,17,1,1,0
1007,1,1,5,1,21,185,8,12,479,831,1301,8,6,12,1,1,0
590,1,1,0,0,32,141,6,1,227,509,1817,10,0,6,0,1,0
1788,0,0,0,1,6,141,6,16,149,1022,2321,7,5,20,1,1,0
748,0,0,0,0,25,110,7,14,88,709,1974,17,5,13,0,1,1
757,1,1,4,0,64,157,7,5,114,819,3433,6,5,10,1,1,0
1561,1,1,1,1,27,174,3,10,662,874,1205,12,7,3,1,1,0
1327,0,0,10,0,23,89,7,16,441,1721,872,7,5,4,1,1,1
797,1,1,4,0,18,81,8,20,888,1466,2052,9,3,14,1,1,1
727,1,1,0,1,64,193,1,9,664,711,3654,9,1,16,1,1,0
686,1,1,0,0,36,194,4,1,64,745,1503,10,0,13,0,0,0
1515,1,1,4,1,24,176,5,6,747,1247,3104,6,5,20,1,0,0
555,1,1,2,0,17,163,5,12,956,1010,343,19,14,3,0,1,1
1589,0,0,0,0,5,112,5,2,776,1397,3430,7,5,19,1,1,1
1976,1,1,6,0,45,136,4,19,652,1933,2470,11,1,3,0,0,0
1884,0,1,3,0,24,149,6,4,1168,1179,1396,15,8,9,1,1,1
1063,0,0,0,0,27,86,6,7,201,582,2668,12,5,19,0,0,0
672,1,1,13,0,61,194,5,20,724,1127,1457,14,10,20,1,0,1
635,1,0,9,0,16,110,7,17,599,1299,2452,19,17,8,1,0,0
1906,1,1,3,0,55,113,3,4,3,629,1871,13,5,4,1,0,1
1753,0,0,4,0,40,191,4,11,1652,1983,1112,8,2,15,1,1,1
659,0,1,2,1,3,85,8,6,190,657,967,10,1,14,1,0,1
1583,0,1,0,0,14,148,2,4,1171,1673,2498,13,6,8,0,0,1
1783,0,1,2,0,42,104,6,8,1081,1979,387,14,5,3,0,1,0
1667,0,1,0,1,21,138,2,0,1211,1396,635,17,7,15,1,0,0
640,0,1,5,1,6,143,8,20,976,1353,2711,15,7,8,1,1,0
1913,1,0,0,0,29,111,5,4,675,742,2023,17,13,8,1,1,0
538,0,1,0,1,25,163,7,7,455,537,2215,9,3,17,1,1,1
1191,0,0,6,1,46,89,6,9,42,807,824,19,18,7,1,0,0
816,0,1,2,0,9,117,1,3,1196,1651,3851,10,3,14,1,0,1
915,1,1,9,1,33,199,2,16,503,986,2156,7,3,13,1,1,0
1157,1,0,7,0,27,88,8,8,1694,1798,2885,8,4,2,1,0,1
1201,1,0,2,0,10,99,7,7,306,558,495,15,6,14,1,1,1
1379,0,1,1,1,18,129,2,16,838,885,2358,10,5,15,1,1,0
1483,1,0,3,1,53,169,5,11,291,651,1744,6,3,10,1,0,0
1614,0,0,1,1,9,161,3,2,173,1219,1832,15,8,11,1,0,0
930,1,1,4,1,4,144,8,10,1017,1289,2016,13,10,16,1,1,1
1454,0,0,8,0,6,199,3,20,698,1018,1300,10,0,2,0,0,1
1784,0,0,4,0,41,164,6,20,610,1437,2313,14,1,11,0,1,0
1262,0,1,12,0,34,149,5,16,223,737,3248,13,3,4,0,1,1
797,0,1,0,0,37,144,7,2,206,1167,2216,9,5,6,1,0,0
1829,1,0,8,0,59,91,5,15,1457,1919,3142,16,6,5,1,1,1
1139,1,1,6,1,58,161,2,11,742,999,1850,9,4,8,1,0,0
618,1,0,9,1,13,80,4,15,591,724,1424,15,12,7,1,1,0
1547,1,0,2,0,57,114,1,3,347,957,1620,9,2,19,0,1,1
586,0,0,2,0,15,83,3,11,241,854,2592,12,8,3,0,0,0
1617,1,0,8,1,36,85,1,9,743,1426,296,5,3,7,1,0,0
1882,0,0,11,1,44,113,8,19,4,743,3579,19,8,20,1,1,0
674,1,1,1,0,21,198,3,4,576,1809,1180,6,3,4,1,1,1
1467,1,0,0,0,18,122,5,0,888,1099,3962,15,11,5,1,1,1
858,0,0,1,0,50,84,1,2,528,1416,3978,17,16,3,1,1,0
794,1,1,0,1,2,106,6,14,1222,1890,668,13,4,19,1,1,0
1965,1,1,0,0,39,187,4,3,915,1965,2032,11,10,16,1,1,1
1911,0,1,1,1,36,108,8,3,868,1632,3057,9,1,5,1,1,0
1512,0,0,4,1,46,145,5,5,336,670,869,18,10,19,1,1,1
510,1,1,5,1,45,168,6,16,483,754,3919,19,4,2,1,1,1
